time,dt,pos_x,pos_y,pos_z,vel_body_x,vel_body_y,vel_body_z,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,ang_acc_x,ang_acc_y,ang_acc_z,roll,pitch,yaw,qw,qx,qy,qz,pwm_1,pwm_2,pwm_3,pwm_4,total_thrust,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw,trajectory_type
141.970847,0.010165,-3.089257,0.020092,-2.546313,0.556844,2.726783,3.880976,-0.460256,-0.252792,-12.171842,-1.857970,-0.308542,-0.559799,-1.863646,-0.257131,-0.570708,-0.231030,-0.928861,-0.073651,0.885616,-0.119361,-0.440833,-0.084289,0.683584,0.654797,1.000000,0.968381,3.306762,-0.998981,-1.761365,0.028954,-1.737895,SYSTEM_IDENTIFICATION
141.980759,0.009912,-3.085651,0.042610,-2.513117,0.627485,2.696675,3.901171,-0.467125,-0.244172,-12.217014,-1.865672,-0.240153,-0.580236,-1.874476,-0.189923,-0.592633,-0.240450,-0.931837,-0.080456,0.884076,-0.125002,-0.441331,-0.089508,0.681994,0.667849,1.000000,0.979843,3.329685,-0.998981,-1.776910,0.093183,-1.742521,SYSTEM_IDENTIFICATION
141.990709,0.009950,-3.081407,0.064866,-2.479851,0.698162,2.665139,3.921326,-0.472361,-0.241582,-12.294680,-1.876450,-0.172990,-0.602781,-1.885517,-0.122191,-0.614204,-0.249546,-0.934383,-0.087773,0.882584,-0.130612,-0.441574,-0.094862,0.680203,0.681261,1.000000,0.991464,3.352928,-0.998981,-1.785928,0.219899,-1.772166,SYSTEM_IDENTIFICATION
142.000707,0.009998,-3.076533,0.086849,-2.446515,0.768928,2.631988,3.941380,-0.474486,-0.251879,-12.397008,-1.887019,-0.105981,-0.623510,-1.892264,-0.059673,-0.634797,-0.258329,-0.936491,-0.095575,0.881141,-0.136190,-0.441560,-0.100339,0.681649,0.678580,1.000000,0.990229,3.350458,-0.998981,-1.812191,0.252290,-1.751663,SYSTEM_IDENTIFICATION
142.010682,0.009975,-3.076533,0.086849,-2.446515,0.768928,2.631988,3.941380,-0.474486,-0.251879,-12.397008,-1.887019,-0.105981,-0.623510,-1.892264,-0.059673,-0.634797,-0.258329,-0.936491,-0.095575,0.881141,-0.136190,-0.441560,-0.100339,0.681649,0.678580,1.000000,0.990229,3.350458,-0.998981,-1.816712,0.255065,-1.752389,SYSTEM_IDENTIFICATION
142.020648,0.009966,-3.064925,0.129948,-2.379575,0.910843,2.560778,3.980845,-0.475802,-0.239634,-12.506145,-1.900545,0.003629,-0.666066,-1.902899,0.015374,-0.667372,-0.274900,-0.939654,-0.112594,0.878348,-0.147211,-0.440878,-0.111631,0.684087,0.657949,1.000000,0.972035,3.314071,-0.998981,-1.831736,0.294422,-1.751779,SYSTEM_IDENTIFICATION
142.030630,0.009982,-3.057919,0.151201,-2.345794,0.981605,2.523156,4.000712,-0.491299,-0.225485,-12.483540,-1.910258,0.051560,-0.687501,-1.917790,0.086989,-0.698886,-0.282728,-0.940808,-0.121792,0.876971,-0.152667,-0.440250,-0.117448,0.684870,0.657690,1.000000,0.972560,3.315120,-0.998981,-1.845934,0.339786,-1.751582,SYSTEM_IDENTIFICATION
142.040649,0.010019,-3.050317,0.172134,-2.311914,1.051591,2.484248,4.020816,-0.487136,-0.231088,-12.454172,-1.920045,0.099887,-0.708233,-1.928802,0.141431,-0.720194,-0.290261,-0.941688,-0.131457,0.875603,-0.158089,-0.439435,-0.123383,0.685065,0.661002,1.000000,0.976068,3.322135,-0.998981,-1.859045,0.385137,-1.750625,SYSTEM_IDENTIFICATION
142.051002,0.010353,-3.050317,0.172134,-2.311914,1.051591,2.484248,4.020816,-0.487136,-0.231088,-12.454172,-1.920045,0.099887,-0.708233,-1.928802,0.141431,-0.720194,-0.290261,-0.941688,-0.131457,0.875603,-0.158089,-0.439435,-0.123383,0.685065,0.661002,1.000000,0.976068,3.322135,-0.998981,-1.871710,0.508266,-1.775730,SYSTEM_IDENTIFICATION
142.060670,0.009668,-3.033358,0.212999,-2.243830,1.189171,2.402637,4.061754,-0.493393,-0.213982,-12.426974,-1.939433,0.221285,-0.749527,-1.942427,0.238025,-0.750381,-0.304321,-0.942357,-0.152322,0.872951,-0.168806,-0.437115,-0.135619,0.684900,0.676085,1.000000,0.990985,3.351970,-0.998981,-1.897075,0.512784,-1.743706,SYSTEM_IDENTIFICATION
142.070731,0.010061,-3.023708,0.233058,-2.209441,1.257276,2.359893,4.082462,-0.487092,-0.217564,-12.454373,-1.949997,0.286622,-0.770587,-1.953368,0.301751,-0.771301,-0.310828,-0.942084,-0.163555,0.871676,-0.174095,-0.435580,-0.141924,0.684854,0.663217,1.000000,0.978071,3.326143,-0.998981,-1.902151,0.678737,-1.760746,SYSTEM_IDENTIFICATION
142.080652,0.009921,-3.013498,0.252753,-2.174973,1.324749,2.315744,4.103011,-0.497502,-0.206986,-12.466449,-1.959364,0.343088,-0.791000,-1.965891,0.385536,-0.801862,-0.317009,-0.941482,-0.175297,0.870416,-0.179338,-0.433828,-0.148351,0.687738,0.669699,1.000000,0.987437,3.344874,-0.998981,-1.914369,0.661545,-1.721834,SYSTEM_IDENTIFICATION
142.090750,0.010098,-3.002733,0.272075,-2.140390,1.391307,2.270311,4.123569,-0.502697,-0.204523,-12.508491,-1.968149,0.400524,-0.811878,-1.978409,0.445347,-0.822415,-0.322855,-0.940537,-0.187551,0.869171,-0.184528,-0.431853,-0.154898,0.683436,0.659941,1.000000,0.973377,3.316754,-0.998981,-1.924228,0.655828,-1.722575,SYSTEM_IDENTIFICATION
142.100748,0.009998,-2.979232,0.309718,-2.070684,1.522422,2.175417,4.164419,-0.506372,-0.197257,-12.487103,-1.996256,0.516226,-0.853144,-2.000001,0.531156,-0.854009,-0.333689,-0.937605,-0.213578,0.866713,-0.194799,-0.427215,-0.168373,0.682640,0.668846,1.000000,0.981485,3.332971,-0.998981,-1.923453,0.687271,-1.718645,SYSTEM_IDENTIFICATION
142.110699,0.009951,-2.966516,0.328015,-2.035562,1.586452,2.126191,4.184911,-0.503066,-0.197086,-12.480844,-2.006985,0.579546,-0.874376,-2.009099,0.595407,-0.875359,-0.338633,-0.935598,-0.227391,0.865499,-0.199859,-0.424542,-0.175308,0.676180,0.683897,0.994288,1.000000,3.354365,-0.998981,-1.919667,0.716134,-1.710597,SYSTEM_IDENTIFICATION
142.120600,0.009901,-2.953284,0.345897,-2.000324,1.649501,2.075615,4.205184,-0.510114,-0.193851,-12.521172,-2.010833,0.641587,-0.893691,-2.012513,0.656826,-0.893967,-0.343224,-0.933213,-0.241707,0.864301,-0.204841,-0.421630,-0.182352,0.676180,0.683897,0.994288,1.000000,3.354365,-0.998981,-1.900232,0.850618,-1.726210,SYSTEM_IDENTIFICATION
142.131037,0.010437,-2.953284,0.345897,-2.000324,1.649501,2.075615,4.205184,-0.510114,-0.193851,-12.521172,-2.010833,0.641587,-0.893691,-2.012513,0.656826,-0.893967,-0.343224,-0.933213,-0.241707,0.864301,-0.204841,-0.421630,-0.182352,0.676314,0.683699,0.994979,1.000000,3.354993,-0.998981,-1.880707,0.806023,-1.678580,SYSTEM_IDENTIFICATION
142.140649,0.009612,-2.909857,0.397270,-1.893583,1.833784,1.915771,4.264034,-0.505390,-0.179169,-12.587643,-2.041431,0.770658,-0.954944,-2.043490,0.781653,-0.955374,-0.355555,-0.924592,-0.287230,0.860567,-0.219477,-0.411803,-0.204140,0.666296,0.681172,1.000000,0.992085,3.339553,-0.998981,-1.859926,0.837125,-1.674607,SYSTEM_IDENTIFICATION
142.150836,0.010187,-2.909857,0.397270,-1.893583,1.833784,1.915771,4.264034,-0.509765,-0.174561,-12.577044,-2.041431,0.770658,-0.954944,-2.045336,0.831880,-0.974870,-0.355555,-0.924592,-0.287230,0.860567,-0.219477,-0.411803,-0.204140,0.666296,0.681172,1.000000,0.992085,3.339553,-0.998981,-1.840421,0.758888,-1.633027,SYSTEM_IDENTIFICATION
142.160656,0.009820,-2.878263,0.429353,-1.821755,1.950351,1.803501,4.302716,-0.513026,-0.171828,-12.582798,-2.045132,0.866384,-0.995363,-2.043824,0.896070,-1.006500,-0.362510,-0.917638,-0.319652,0.857943,-0.228890,-0.404361,-0.219169,0.619560,0.670314,0.975949,1.000000,3.265822,-0.998981,-1.759773,0.803638,-1.603004,SYSTEM_IDENTIFICATION
142.170736,0.010080,-2.861390,0.444839,-1.785475,2.006880,1.745838,4.321857,-0.521560,-0.178788,-12.507454,-2.042982,0.903163,-1.016005,-2.042150,0.921379,-1.026818,-0.365566,-0.913844,-0.336442,0.856582,-0.233455,-0.400403,-0.226811,0.614471,0.665262,0.994950,1.000000,3.274683,-0.998981,-1.667186,0.951223,-1.615254,SYSTEM_IDENTIFICATION
142.180770,0.010034,-2.826347,0.474352,-1.712593,2.114497,1.628429,4.360466,-0.522737,-0.164830,-12.399932,-2.038789,0.941468,-1.059050,-2.038587,0.945376,-1.060283,-0.371065,-0.906088,-0.370897,0.853648,-0.242338,-0.392234,-0.242300,0.650713,0.681985,1.000000,0.974210,3.306908,-0.998981,-1.678908,0.841357,-1.589773,SYSTEM_IDENTIFICATION
142.190919,0.010149,-2.808204,0.488368,-1.675989,2.165987,1.568445,4.379629,-0.519982,-0.167329,-12.409107,-2.034738,0.959279,-1.079352,-2.033241,0.964686,-1.080028,-0.373521,-0.902149,-0.388524,0.852070,-0.246652,-0.388037,-0.250133,0.641513,0.699073,1.000000,0.994357,3.334943,-0.998981,-1.481079,1.136957,-1.601639,SYSTEM_IDENTIFICATION
142.200667,0.009748,-2.789272,0.502019,-1.639100,2.216322,1.507464,4.398587,-0.531730,-0.171537,-12.436769,-2.020299,0.981899,-1.099610,-2.004697,0.998275,-1.111452,-0.375689,-0.898125,-0.406426,0.850436,-0.250838,-0.383757,-0.258010,0.631726,0.653133,1.000000,0.914859,3.199719,-0.998981,-1.414701,1.042857,-1.556294,SYSTEM_IDENTIFICATION
142.210622,0.009955,-2.789272,0.502019,-1.639100,2.216322,1.507464,4.398587,-0.525221,-0.173639,-12.317584,-2.020299,0.981899,-1.099610,-1.957469,1.036532,-1.141904,-0.375689,-0.898125,-0.406426,0.850436,-0.250838,-0.383757,-0.258010,0.631726,0.653133,1.000000,0.914859,3.199719,-0.998981,-1.326231,1.101207,-1.563627,SYSTEM_IDENTIFICATION
142.220645,0.010023,-2.730234,0.539867,-1.527811,2.357653,1.319962,4.454520,-0.521623,-0.180684,-12.286152,-1.924671,1.063500,-1.161339,-1.914024,1.072209,-1.161671,-0.379777,-0.885446,-0.461822,0.845289,-0.262309,-0.370502,-0.281797,0.652648,0.707484,1.000000,0.939612,3.299744,-0.998981,-1.341654,0.957372,-1.536325,SYSTEM_IDENTIFICATION
142.230660,0.010015,-2.709479,0.551564,-1.490299,2.401664,1.256409,4.473180,-0.520033,-0.180075,-12.270504,-1.877096,1.099377,-1.179545,-1.864167,1.108526,-1.179940,-0.380101,-0.880846,-0.480875,0.843554,-0.265657,-0.365912,-0.289744,0.673895,0.758625,1.000000,0.989938,3.422458,-0.998981,-1.054381,1.151846,-1.505729,SYSTEM_IDENTIFICATION
142.240782,0.010122,-2.688400,0.562727,-1.452685,2.444278,1.191988,4.491347,-0.517126,-0.183411,-12.352439,-1.817203,1.138742,-1.199180,-1.801588,1.148748,-1.198888,-0.379766,-0.876019,-0.500230,0.841834,-0.268701,-0.361247,-0.297683,0.666633,0.744371,1.000000,0.936918,3.347922,-0.998981,-0.943848,1.199802,-1.511060,SYSTEM_IDENTIFICATION
142.251510,0.010728,-2.667004,0.573346,-1.414977,2.486103,1.125827,4.508033,-0.534138,-0.184681,-12.488784,-1.752913,1.170076,-1.215874,-1.703017,1.194924,-1.225838,-0.378808,-0.870998,-0.519805,0.840129,-0.271441,-0.356536,-0.305590,0.687297,0.783646,1.000000,0.974543,3.445487,-0.998981,-0.966118,1.064041,-1.495503,SYSTEM_IDENTIFICATION
142.261234,0.009724,-2.645300,0.583412,-1.377202,2.526079,1.059389,4.524591,-0.531033,-0.196734,-12.502098,-1.684972,1.204581,-1.234286,-1.631369,1.231149,-1.241689,-0.377187,-0.865756,-0.539620,0.838445,-0.273859,-0.351777,-0.313471,0.695831,0.798834,1.000000,0.976221,3.470886,-0.998981,-0.842726,1.220727,-1.499642,SYSTEM_IDENTIFICATION
142.270656,0.009422,-2.600319,0.602102,-1.301003,2.603491,0.922863,4.554368,-0.535299,-0.204401,-12.876547,-1.533525,1.250102,-1.265269,-1.513274,1.252983,-1.264443,-0.372007,-0.854757,-0.579704,0.835143,-0.277700,-0.342244,-0.329071,0.727499,0.812020,1.000000,0.989971,3.529490,-0.998981,-0.617349,1.250087,-1.465116,SYSTEM_IDENTIFICATION
142.280740,0.010084,-2.577410,0.610581,-1.262806,2.640863,0.852132,4.566767,-0.553769,-0.213279,-13.102665,-1.452910,1.256879,-1.279341,-1.434064,1.257506,-1.278156,-0.368506,-0.849158,-0.599820,0.833506,-0.279134,-0.337567,-0.336750,0.710758,0.782784,1.000000,0.911916,3.405459,-0.998981,-0.349512,1.411522,-1.446557,SYSTEM_IDENTIFICATION
142.290687,0.009947,-2.530794,0.625755,-1.186272,2.711956,0.708415,4.588601,-0.551027,-0.219957,-13.094162,-1.294911,1.260608,-1.307012,-1.272531,1.263481,-1.305679,-0.359865,-0.837888,-0.640052,0.830235,-0.281094,-0.328477,-0.351851,0.695767,0.758125,1.000000,0.851509,3.305401,-0.998981,-0.415947,1.158122,-1.437264,SYSTEM_IDENTIFICATION
142.300647,0.009960,-2.506801,0.632579,-1.147738,2.745153,0.637341,4.599736,-0.542364,-0.232414,-12.980038,-1.199266,1.277990,-1.320716,-1.174538,1.285235,-1.319767,-0.354516,-0.832066,-0.660226,0.828653,-0.281529,-0.324042,-0.359267,0.740874,0.840215,1.000000,0.947527,3.528616,-0.998981,-0.254271,1.303290,-1.436529,SYSTEM_IDENTIFICATION
142.310761,0.010114,-2.482579,0.638813,-1.109161,2.776821,0.566365,4.610503,-0.546402,-0.248748,-13.011189,-1.095434,1.311013,-1.332844,-1.068703,1.318929,-1.331260,-0.348343,-0.825957,-0.680480,0.827151,-0.281530,-0.319640,-0.366595,0.747215,0.836199,1.000000,0.929127,3.512540,-0.998981,0.090530,1.314249,-1.387231,SYSTEM_IDENTIFICATION
142.320670,0.009909,-2.458137,0.644453,-1.070586,2.807645,0.494352,4.619602,-0.542852,-0.254357,-13.311337,-0.986537,1.337205,-1.343703,-0.905576,1.350067,-1.348200,-0.341362,-0.819588,-0.700761,0.825729,-0.281097,-0.315300,-0.373822,0.736308,0.849630,1.000000,0.901014,3.486952,-0.998981,0.208794,1.317871,-1.385933,SYSTEM_IDENTIFICATION
142.330824,0.010154,-2.433481,0.649491,-1.031987,2.837593,0.421486,4.627239,-0.553697,-0.265211,-13.378084,-0.876994,1.354856,-1.355732,-0.790098,1.370499,-1.358834,-0.333601,-0.813013,-0.721034,0.824375,-0.280240,-0.311054,-0.380942,0.761800,0.863148,1.000000,0.919872,3.544820,-0.998981,0.324216,1.317560,-1.376828,SYSTEM_IDENTIFICATION
142.340650,0.009826,-2.408319,0.654040,-0.993202,2.866651,0.348835,4.634082,-0.550374,-0.268211,-13.375452,-0.757976,1.375323,-1.365633,-0.660856,1.389957,-1.369058,-0.325005,-0.806192,-0.741269,0.823108,-0.278926,-0.306911,-0.387942,0.787180,0.882889,1.000000,0.936843,3.606912,-0.998981,0.270701,1.209750,-1.397867,SYSTEM_IDENTIFICATION
142.350663,0.010013,-2.408319,0.654040,-0.993202,2.866651,0.348835,4.634082,-0.550374,-0.268211,-13.375452,-0.757976,1.375323,-1.365633,-0.660856,1.389957,-1.369058,-0.325005,-0.806192,-0.741269,0.823108,-0.278926,-0.306911,-0.387942,0.787180,0.882889,1.000000,0.936843,3.606912,-0.998981,0.450855,1.314531,-1.374866,SYSTEM_IDENTIFICATION
142.360752,0.010089,-2.357420,0.661327,-0.915619,2.921701,0.203441,4.644630,-0.556752,-0.299870,-13.642055,-0.500048,1.413958,-1.383649,-0.403667,1.425561,-1.384065,-0.305140,-0.791795,-0.781515,0.820869,-0.274832,-0.299016,-0.401536,0.792063,0.900057,1.000000,0.933767,3.625886,-0.998981,0.544165,1.304733,-1.359022,SYSTEM_IDENTIFICATION
142.374467,0.013715,-2.331696,0.664062,-0.876839,2.948214,0.129912,4.647327,-0.559235,-0.317395,-13.967243,-0.371578,1.427203,-1.390307,-0.278171,1.428645,-1.390551,-0.293960,-0.784223,-0.801439,0.819892,-0.272074,-0.295281,-0.408120,0.802993,0.907557,1.000000,0.934611,3.645161,-0.998981,0.828935,1.374702,-1.320000,SYSTEM_IDENTIFICATION
142.380798,0.006331,-2.331696,0.664062,-0.876839,2.948214,0.129912,4.647327,-0.559235,-0.317395,-13.967243,-0.371578,1.427203,-1.390307,-0.278171,1.428645,-1.390551,-0.293960,-0.784223,-0.801439,0.819892,-0.272074,-0.295281,-0.408120,0.802993,0.907557,1.000000,0.934611,3.645161,-0.998981,0.828935,1.374702,-1.320000,SYSTEM_IDENTIFICATION
142.390772,0.009974,-2.252614,0.668940,-0.760251,3.025484,-0.092800,4.644191,-0.575486,-0.334792,-14.168199,-0.001220,1.417389,-1.409634,-0.031949,1.418483,-1.403358,-0.256033,-0.760690,-0.859871,0.817371,-0.261227,-0.285283,-0.426940,0.823487,0.906546,1.000000,0.909702,3.639735,-0.998981,0.753357,1.149423,-1.363343,SYSTEM_IDENTIFICATION
142.400582,0.009810,-2.252614,0.668940,-0.760251,3.025484,-0.092800,4.644191,-0.569835,-0.365025,-14.103058,-0.001220,1.417389,-1.409634,0.159479,1.419559,-1.411331,-0.256033,-0.760690,-0.859871,0.817371,-0.261227,-0.285283,-0.426940,0.856045,0.957986,0.987834,0.986614,3.788480,-0.998981,1.076462,1.177113,-1.298884,SYSTEM_IDENTIFICATION
142.410736,0.010154,-2.225924,0.669340,-0.721503,3.049813,-0.165739,4.641309,-0.569835,-0.365025,-14.103058,0.126778,1.418063,-1.414767,0.159479,1.419559,-1.411331,-0.241931,-0.752534,-0.878864,0.816669,-0.256747,-0.282366,-0.432901,0.856045,0.957986,0.987834,0.986614,3.788480,-0.998981,0.982950,1.074853,-1.341787,SYSTEM_IDENTIFICATION
142.420657,0.009921,-2.198792,0.669263,-0.682693,3.074002,-0.238075,4.637159,-0.567915,-0.388325,-14.251580,0.256561,1.427365,-1.418983,0.287666,1.429477,-1.415515,-0.227070,-0.744111,-0.897613,0.816050,-0.251805,-0.279627,-0.438709,0.837310,0.962259,0.990353,0.953317,3.743239,-0.998981,1.152949,1.124323,-1.305853,SYSTEM_IDENTIFICATION
142.430761,0.010104,-2.171506,0.668580,-0.643971,3.098469,-0.311468,4.629842,-0.586658,-0.400819,-14.753351,0.373613,1.423036,-1.422613,0.453252,1.404345,-1.420032,-0.211576,-0.735526,-0.916057,0.815487,-0.246462,-0.277100,-0.444357,0.869211,0.966866,0.985320,0.977269,3.798665,-0.998981,1.208182,1.085597,-1.298720,SYSTEM_IDENTIFICATION
142.440663,0.009902,-2.144064,0.667287,-0.605359,3.122908,-0.384828,4.620374,-0.591198,-0.421053,-14.810811,0.480767,1.394832,-1.425012,0.563994,1.363840,-1.421775,-0.195584,-0.726950,-0.934135,0.814940,-0.240800,-0.274838,-0.449836,0.873663,0.969213,1.000000,0.956034,3.798909,-0.998981,1.256995,1.043876,-1.291063,SYSTEM_IDENTIFICATION
142.450655,0.009992,-2.088385,0.662988,-0.528420,3.172053,-0.529768,4.596762,-0.597858,-0.441214,-15.028389,0.694127,1.304301,-1.428478,0.718048,1.293572,-1.425034,-0.162126,-0.710191,-0.969109,0.813839,-0.228605,-0.271280,-0.460231,0.889919,0.963141,1.000000,0.953695,3.806755,-0.998981,1.178360,0.930702,-1.317721,SYSTEM_IDENTIFICATION
142.460659,0.010004,-2.060149,0.659989,-0.490148,3.197101,-0.601450,4.582480,-0.604933,-0.468141,-15.162107,0.788324,1.263675,-1.428151,0.857584,1.240118,-1.424678,-0.144758,-0.701993,-0.986010,0.813272,-0.222122,-0.269956,-0.465160,0.897410,0.977976,0.981259,0.978218,3.834863,-0.998981,1.458186,1.002200,-1.224326,SYSTEM_IDENTIFICATION
142.470728,0.010069,-2.031755,0.656398,-0.452036,3.222363,-0.672356,4.566797,-0.604167,-0.491709,-15.314459,0.880867,1.232692,-1.428876,0.990082,1.202308,-1.423551,-0.126977,-0.693814,-1.002565,0.812698,-0.215379,-0.268887,-0.469930,0.897558,0.983002,0.994594,0.950868,3.826022,-0.998981,1.244060,0.810249,-1.297994,SYSTEM_IDENTIFICATION
142.482357,0.011629,-2.003200,0.652220,-0.414093,3.248012,-0.742601,4.549618,-0.611018,-0.489915,-15.372427,0.969183,1.207669,-1.428062,1.029818,1.188059,-1.424009,-0.108814,-0.685603,-1.018772,0.812117,-0.208381,-0.268044,-0.474547,0.913872,0.986539,0.996525,0.955283,3.852219,-0.998981,1.376148,0.821052,-1.258486,SYSTEM_IDENTIFICATION
142.490703,0.008346,-1.944902,0.642362,-0.338653,3.301535,-0.879972,4.511343,-0.613640,-0.521468,-15.420238,1.128951,1.152642,-1.427745,1.148294,1.145395,-1.423223,-0.071483,-0.669154,-1.050176,0.810896,-0.193708,-0.267030,-0.483343,0.917497,0.988369,0.959822,0.990455,3.856142,-0.998981,1.245092,0.723772,-1.287614,SYSTEM_IDENTIFICATION
142.500649,0.009946,-1.915498,0.636584,-0.301226,3.329120,-0.947087,4.490496,-0.625338,-0.539085,-15.525429,1.205085,1.124758,-1.426189,1.255406,1.096723,-1.420241,-0.052351,-0.660921,-1.065362,0.810246,-0.186055,-0.266854,-0.487518,0.923239,0.991941,0.964272,0.981679,3.861131,-0.998981,1.210238,0.649441,-1.269921,SYSTEM_IDENTIFICATION
142.510682,0.010033,-1.885916,0.630250,-0.264007,3.357374,-1.013139,4.468445,-0.611639,-0.548427,-15.561970,1.270487,1.085894,-1.423901,1.313144,1.053012,-1.417994,-0.033002,-0.652767,-1.080206,0.809547,-0.178252,-0.266907,-0.491548,0.942678,0.992873,0.960780,1.000000,3.896332,-0.998981,1.286075,0.598279,-1.225554,SYSTEM_IDENTIFICATION
142.520709,0.010027,-1.855781,0.623517,-0.227012,3.386874,-1.077809,4.445540,-0.624160,-0.563511,-15.623907,1.325226,1.040997,-1.421920,1.355788,1.003925,-1.414595,-0.013508,-0.644743,-1.094723,0.808782,-0.170349,-0.267190,-0.495442,0.951571,0.992662,0.960601,1.000000,3.904834,-0.998981,1.257169,0.535897,-1.225397,SYSTEM_IDENTIFICATION
142.530636,0.009927,-1.764213,0.600129,-0.117393,3.480887,-1.265913,4.369690,-0.632275,-0.591279,-15.819220,1.387684,0.870632,-1.411335,1.389600,0.828011,-1.404337,0.044625,-0.622017,-1.136362,0.805918,-0.146725,-0.269303,-0.506402,0.960720,0.996751,0.957699,1.000000,3.915170,-0.998981,1.290327,0.492357,-1.177746,SYSTEM_IDENTIFICATION
142.540777,0.010141,-1.764213,0.600129,-0.117393,3.480887,-1.265913,4.369690,-0.632275,-0.591279,-15.819220,1.387684,0.870632,-1.411335,1.389600,0.828011,-1.404337,0.044625,-0.622017,-1.136362,0.805918,-0.146725,-0.269303,-0.506402,0.960720,0.996751,0.957699,1.000000,3.915170,-0.998981,1.112409,0.396569,-1.211118,SYSTEM_IDENTIFICATION
142.550648,0.009871,-1.732859,0.591491,-0.081361,3.514711,-1.326093,4.342708,-0.647560,-0.602723,-15.853323,1.390227,0.813915,-1.407096,1.389566,0.771782,-1.397562,0.063627,-0.614947,-1.149699,0.804743,-0.139027,-0.270362,-0.509868,0.949798,1.000000,0.966959,0.973699,3.890455,-0.998981,0.983657,0.350906,-1.248770,SYSTEM_IDENTIFICATION
142.560659,0.010011,-1.669483,0.572717,-0.010047,3.585365,-1.443266,4.286689,-0.651507,-0.617543,-15.889836,1.378155,0.699762,-1.395148,1.376927,0.685538,-1.390008,0.100905,-0.601596,-1.175583,0.802077,-0.124004,-0.272952,-0.516519,0.966180,1.000000,0.959099,0.988546,3.913825,-0.998981,0.918327,0.322700,-1.239840,SYSTEM_IDENTIFICATION
142.570629,0.009970,-1.605156,0.552006,0.060205,3.660056,-1.556292,4.229024,-0.653179,-0.636915,-15.927313,1.371520,0.603369,-1.383428,1.358582,0.569089,-1.374624,0.137300,-0.589121,-1.200632,0.799008,-0.109451,-0.276076,-0.522867,0.963342,0.969719,0.915934,0.993923,3.842918,-0.998981,0.794891,0.263344,-1.224954,SYSTEM_IDENTIFICATION
142.580649,0.010020,-1.605156,0.552006,0.060205,3.660056,-1.556292,4.229024,-0.653179,-0.636915,-15.927313,1.371520,0.603369,-1.383428,1.358582,0.569089,-1.374624,0.137300,-0.589121,-1.200632,0.799008,-0.109451,-0.276076,-0.522867,0.963342,0.969719,0.915934,0.993923,3.842918,-0.998981,0.735728,0.215502,-1.225365,SYSTEM_IDENTIFICATION
142.590761,0.010112,-1.505370,0.518322,0.163387,3.781091,-1.716080,4.141603,-0.654257,-0.649341,-15.813691,1.273638,0.460971,-1.366416,1.285973,0.473151,-1.364312,0.189337,-0.571866,-1.236845,0.793669,-0.088895,-0.281363,-0.531998,0.978970,0.983946,0.942833,0.992874,3.898623,-0.998981,0.669086,0.180925,-1.221217,SYSTEM_IDENTIFICATION
142.600666,0.009905,-1.505370,0.518322,0.163387,3.781091,-1.716080,4.141603,-0.656288,-0.656128,-15.735083,1.273638,0.460971,-1.366416,1.201642,0.401877,-1.353251,0.189337,-0.571866,-1.236845,0.793669,-0.088895,-0.281363,-0.531998,0.978970,0.983946,0.942833,0.992874,3.898623,-0.998981,0.573831,0.127894,-1.175063,SYSTEM_IDENTIFICATION
142.610674,0.010008,-1.436952,0.494021,0.230817,3.866779,-1.816702,4.084306,-0.663629,-0.665120,-15.793456,1.154728,0.368017,-1.352756,1.106063,0.335629,-1.343976,0.221329,-0.561440,-1.260281,0.789600,-0.076518,-0.284999,-0.538009,0.982590,0.989447,0.947471,0.991283,3.910790,-0.998981,0.508736,0.076119,-1.182080,SYSTEM_IDENTIFICATION
142.620632,0.009958,-1.402049,0.481412,0.264110,3.911425,-1.865762,4.055259,-0.657293,-0.673381,-15.800318,1.090307,0.324820,-1.346192,1.041235,0.294317,-1.336373,0.236425,-0.556542,-1.271790,0.787433,-0.070766,-0.286808,-0.541002,0.978751,0.990042,0.942737,0.990754,3.902284,-0.998981,0.395793,0.062766,-1.204735,SYSTEM_IDENTIFICATION
142.630650,0.010018,-1.331339,0.454937,0.329920,4.003340,-1.962170,3.996779,-0.663512,-0.673043,-15.844068,0.960112,0.251101,-1.332211,0.944100,0.243115,-1.326432,0.264747,-0.547229,-1.294506,0.782854,-0.060137,-0.290302,-0.547036,0.983029,0.987063,0.944412,0.990888,3.905392,-0.998981,0.328218,0.037004,-1.201088,SYSTEM_IDENTIFICATION
142.640803,0.010153,-1.294940,0.441521,0.362326,4.051294,-2.008833,3.967487,-0.660710,-0.687529,-15.839681,0.894712,0.215918,-1.325609,0.877210,0.206961,-1.319719,0.277985,-0.542792,-1.305735,0.780452,-0.055253,-0.291973,-0.550085,0.984230,0.986360,0.945350,0.991044,3.906984,-0.998981,0.335138,-0.003085,-1.145657,SYSTEM_IDENTIFICATION
142.650664,0.009861,-1.258222,0.427699,0.394484,4.100048,-2.054988,3.938133,-0.666080,-0.684963,-15.862070,0.827574,0.180166,-1.318382,0.776181,0.155156,-1.309754,0.290639,-0.538541,-1.316830,0.777995,-0.050647,-0.293611,-0.553128,0.985180,1.000000,0.957947,0.988886,3.932013,-0.998981,0.175220,-0.046392,-1.169029,SYSTEM_IDENTIFICATION
